callsign,affiliation,date,weekday,ideology,national_politics,local_politics,sinclair2017,post,month
KBVU,FOX,2017-09-13,Wed,0.008607994606023583,0.20746197545454545,0.15046703909090908,1,1,Sep
KBZK,CBS,2017-09-13,Wed,0.06373985382661901,0.21393897711864407,0.10366608237288136,0,1,Sep
KCVU,FOX,2017-09-13,Wed,0.13787294306905368,0.1765982463636364,0.27186339454545455,1,1,Sep
KECI,NBC,2017-09-13,Wed,0.024973548774858825,0.06119966259259258,0.09425331209876543,1,1,Sep
KHSL,CBS,2017-09-13,Wed,-0.1088985515531422,0.09195417342857141,0.24879584114285713,0,1,Sep
KNVN,NBC,2017-09-13,Wed,0.07206041378715423,0.10515285652173913,0.23555491347826088,0,1,Sep
KPAX,CBS,2017-09-13,Wed,0.1033513742657485,0.08827057830508475,0.1503030220338983,0,1,Sep
KRBC,NBC,2017-09-13,Wed,0.05964718472167217,0.08105387612903225,0.18000291677419356,0,1,Sep
KRCR,ABC,2017-09-13,Wed,0.06500081691847322,0.16906257666666666,0.17198343688172044,1,1,Sep
KTAB,CBS,2017-09-13,Wed,0.13448211955004452,0.05223071474358974,0.2054830632051282,0,1,Sep
KTMF,ABC,2017-09-13,Wed,NA,0.07228952333333334,0.12037425333333332,0,1,Sep
KTVM,NBC,2017-09-13,Wed,0.03674147809189917,0.07606007158536586,0.09988089195121952,1,1,Sep
KTXS,ABC,2017-09-13,Wed,0.16134427491721862,0.10478504816901409,0.10939448,1,1,Sep
KWYB,ABC,2017-09-13,Wed,NA,0.06820398043478261,0.1492609839130435,0,1,Sep
KWYB,ABC,2017-09-13,Wed,NA,0.04330482583333333,0.0013439699999999999,0,1,Sep
KXVA,FOX,2017-09-13,Wed,NA,0.01944410411764706,0.1306365017647059,0,1,Sep
WCTI,ABC,2017-09-13,Wed,-0.09159462413103713,0.11963675789583333,0.11235219166666667,1,1,Sep
WCYB,NBC,2017-09-13,Wed,0.08281638191907846,0.16695884152173912,0.12569740152173914,1,1,Sep
WEMT,FOX,2017-09-13,Wed,0.13442996092476744,0.1499250791304348,0.15247260782608696,1,1,Sep
WITN,NBC,2017-09-13,Wed,0.06381734201636012,0.11552094423076922,0.13909374794871793,0,1,Sep
WJHL,CBS,2017-09-13,Wed,0.17835354915111912,0.08368758556603773,0.19361748792452832,0,1,Sep
WNCT,CBS,2017-09-13,Wed,0.13047999465506396,0.082038164,0.15734690544444443,0,1,Sep
WYDO,FOX,2017-09-13,Wed,0.11311430214641761,0.11349237874999998,0.114420105,1,1,Sep
KAEF,ABC,2017-09-14,Thu,0.1405822746164835,0.12299951714285715,0.241852157,1,1,Sep
KBVU,FOX,2017-09-14,Thu,NA,0.172792949,0.333643303,1,1,Sep
KBZK,CBS,2017-09-14,Thu,0.034003046968953565,0.1807114398245614,0.13050020298245615,0,1,Sep
KCVU,FOX,2017-09-14,Thu,0.14295675739712294,0.11267905545454546,0.1768753463636364,1,1,Sep
KECI,NBC,2017-09-14,Thu,0.16199768534083567,0.07110740268292683,0.21106521219512198,1,1,Sep
KHSL,CBS,2017-09-14,Thu,0.15728589202713106,0.08057490661764706,0.2725581598529412,0,1,Sep
KNVN,NBC,2017-09-14,Thu,0.05363163940381299,0.08769347608695652,0.2766867989130435,0,1,Sep
KPAX,CBS,2017-09-14,Thu,0.07616396843531233,0.16333830476190475,0.1620461765079365,0,1,Sep
KRBC,NBC,2017-09-14,Thu,0.11482304230950564,0.084682495,0.177395807,0,1,Sep
KRCR,ABC,2017-09-14,Thu,0.10905490124824521,0.12167947362637363,0.23093668252747251,1,1,Sep
KTAB,CBS,2017-09-14,Thu,0.04408964898751682,0.09751108092307692,0.15184428743589742,0,1,Sep
KTMF,ABC,2017-09-14,Thu,NA,0.08616122043478261,0.17751611260869565,0,1,Sep
KTVM,NBC,2017-09-14,Thu,0.14960768358273807,0.09874119,0.1889900261728395,1,1,Sep
KTXS,ABC,2017-09-14,Thu,-0.025636005733176575,0.09519814597014925,0.11121028104477612,1,1,Sep
KWYB,ABC,2017-09-14,Thu,NA,0.07898355541666668,0.19339805916666666,0,1,Sep
KWYB,ABC,2017-09-14,Thu,NA,0.016603055000000002,0.025032405833333334,0,1,Sep
KXVA,FOX,2017-09-14,Thu,NA,0.021293984285714284,0.10895645904761905,0,1,Sep
WCTI,ABC,2017-09-14,Thu,-0.0017955228837048755,0.11966151230851063,0.11110582691489362,1,1,Sep
WCYB,NBC,2017-09-14,Thu,0.1022700871427256,0.17601215183908048,0.17796168678160917,1,1,Sep
WEMT,FOX,2017-09-14,Thu,0.01604169994319255,0.13796942869565218,0.20681214260869565,1,1,Sep
WITN,NBC,2017-09-14,Thu,0.12536840898448154,0.13462034975308643,0.12057052407407406,0,1,Sep
WJHL,CBS,2017-09-14,Thu,0.0726443889642258,0.11191228538461538,0.17131883673076925,0,1,Sep
WNCT,CBS,2017-09-14,Thu,-0.0049604766417645635,0.09136382712643679,0.12473930827586206,0,1,Sep
WYDO,FOX,2017-09-14,Thu,0.0028732230306393355,0.08805185979166667,0.14067546104166667,1,1,Sep
KAEF,ABC,2017-09-15,Fri,0.048581683110424254,0.17418469684210525,0.26222806631578943,1,1,Sep
KBVU,FOX,2017-09-15,Fri,NA,0.060140745,0.2779696566666667,1,1,Sep
KBZK,CBS,2017-09-15,Fri,0.057592371655286995,0.20317856883333335,0.12762219716666667,0,1,Sep
KCVU,FOX,2017-09-15,Fri,NA,0.08621711,0.26894704636363637,1,1,Sep
KECI,NBC,2017-09-15,Fri,0.02730909042026487,0.09804518807228915,0.13954242759036145,1,1,Sep
KHSL,CBS,2017-09-15,Fri,0.07475073556008936,0.16513538294117647,0.2079580636764706,0,1,Sep
KNVN,NBC,2017-09-15,Fri,0.07178761307570736,0.1533303432967033,0.23557842934065937,0,1,Sep
KPAX,CBS,2017-09-15,Fri,0.1677870631496035,0.10696644238805972,0.13408157895522388,0,1,Sep
KRBC,NBC,2017-09-15,Fri,0.12753142552800809,0.08471358131147541,0.16374524409836066,0,1,Sep
KRCR,ABC,2017-09-15,Fri,0.07345453242801545,0.17540759263736264,0.2455096223076923,1,1,Sep
KTAB,CBS,2017-09-15,Fri,0.18797534097262766,0.10087569518987341,0.12129490341772153,0,1,Sep
KTMF,ABC,2017-09-15,Fri,NA,0.0973962515,0.10493988700000001,0,1,Sep
KTVM,NBC,2017-09-15,Fri,0.046265218436976285,0.12908346280487804,0.13653645865853659,1,1,Sep
KTXS,ABC,2017-09-15,Fri,0.14677104242554787,0.1032114576119403,0.13728001537313433,1,1,Sep
KWYB,ABC,2017-09-15,Fri,NA,0.08601998954545455,0.094624765,0,1,Sep
KWYB,ABC,2017-09-15,Fri,NA,0.012473440416666667,0.03842737541666667,0,1,Sep
KXVA,FOX,2017-09-15,Fri,NA,0.014490596666666664,0.10219857722222223,0,1,Sep
WCTI,ABC,2017-09-15,Fri,0.11586729562557951,0.14518841312765957,0.12065046837234043,1,1,Sep
WCYB,NBC,2017-09-15,Fri,0.11301171370507812,0.1851651605319149,0.19073091521276597,1,1,Sep
WEMT,FOX,2017-09-15,Fri,0.13070026991038897,0.16716763333333334,0.19329720166666667,1,1,Sep
WITN,NBC,2017-09-15,Fri,0.12572137813706366,0.18434542666666665,0.10100850135802468,0,1,Sep
WJHL,CBS,2017-09-15,Fri,0.11738423078305715,0.09509946696969698,0.25458146555555555,0,1,Sep
WNCT,CBS,2017-09-15,Fri,0.12335099720270327,0.0883618579347826,0.20253350445652174,0,1,Sep
WYDO,FOX,2017-09-15,Fri,0.10788976724936887,0.12525751937500001,0.16238937020833333,1,1,Sep
KAEF,ABC,2017-09-18,Mon,0.09878230051680327,0.10093206378787878,0.15560394545454548,1,1,Sep
KBVU,FOX,2017-09-18,Mon,NA,0.03568125636363636,0.2770626809090909,1,1,Sep
KBZK,CBS,2017-09-18,Mon,0.0694247746366769,0.12466435655172414,0.14505097637931033,0,1,Sep
KCVU,FOX,2017-09-18,Mon,0.03864440529941617,0.295090215,0.17498936166666665,1,1,Sep
KECI,NBC,2017-09-18,Mon,0.1311892849037768,0.09869206843373493,0.1511479546987952,1,1,Sep
KHSL,CBS,2017-09-18,Mon,0.019892150732723535,0.15699127134328358,0.26503981865671644,0,1,Sep
KNVN,NBC,2017-09-18,Mon,0.040187244449044666,0.14559664263736263,0.2551896401098901,0,1,Sep
KPAX,CBS,2017-09-18,Mon,0.07575571627945737,0.1482353583076923,0.1914985103076923,0,1,Sep
KRBC,NBC,2017-09-18,Mon,0.12014597101066198,0.08417078564516128,0.12765899548387097,0,1,Sep
KRCR,ABC,2017-09-18,Mon,0.07499882452475999,0.15299328622222222,0.1780616822222222,1,1,Sep
KTAB,CBS,2017-09-18,Mon,0.08644408037516478,0.081622586375,0.107525202875,0,1,Sep
KTMF,ABC,2017-09-18,Mon,-0.15750630885750638,0.1471779648,0.1836588816,0,1,Sep
KTVM,NBC,2017-09-18,Mon,0.12943893161828313,0.10849787999999999,0.14524300175,1,1,Sep
KTXS,ABC,2017-09-18,Mon,0.16389100936446827,0.13925436971428573,0.09706082185714285,1,1,Sep
KWYB,ABC,2017-09-18,Mon,-0.1711567547105438,0.14351392600000001,0.1847349896,0,1,Sep
KWYB,ABC,2017-09-18,Mon,NA,0.013780120833333333,0.0021042854166666665,0,1,Sep
KXVA,FOX,2017-09-18,Mon,NA,0.020799050000000003,0.166276505,0,1,Sep
WCTI,ABC,2017-09-18,Mon,0.061410170262935736,0.15380788175824175,0.11553265351648351,1,1,Sep
WCYB,NBC,2017-09-18,Mon,0.06311681496169544,0.17227260078651685,0.1214834413483146,1,1,Sep
WEMT,FOX,2017-09-18,Mon,-0.05651984892520287,0.12895229347826087,0.1332048056521739,1,1,Sep
WITN,NBC,2017-09-18,Mon,0.1152149247935869,0.11287424912499999,0.08141069249999999,0,1,Sep
WJHL,CBS,2017-09-18,Mon,0.09659226228172876,0.10346646518867925,0.11299004009433962,0,1,Sep
WNCT,CBS,2017-09-18,Mon,0.11439664157237567,0.12291598449438204,0.07941288292134832,0,1,Sep
WYDO,FOX,2017-09-18,Mon,0.21176272477952218,0.10319234826086957,0.09606866913043478,1,1,Sep
KAEF,ABC,2017-09-19,Tue,0.169179487017188,0.14552206029411766,0.16891503911764708,1,1,Sep
KBVU,FOX,2017-09-19,Tue,NA,0.034770515555555555,0.20376201,1,1,Sep
KBZK,CBS,2017-09-19,Tue,0.13422061890567322,0.19671689315789473,0.11310713912280702,0,1,Sep
KCVU,FOX,2017-09-19,Tue,NA,0.17302551545454548,0.12777160636363638,1,1,Sep
KECI,NBC,2017-09-19,Tue,0.08698898423465122,0.07450879120481928,0.11830119530120481,1,1,Sep
KHSL,CBS,2017-09-19,Tue,0.13177393235040846,0.14377280352941177,0.31223986279411764,0,1,Sep
KNVN,NBC,2017-09-19,Tue,0.1297275173826553,0.13747436799999999,0.31142608144444445,0,1,Sep
KPAX,CBS,2017-09-19,Tue,0.2995636773367253,0.131668620625,0.17508886453124997,0,1,Sep
KRBC,NBC,2017-09-19,Tue,0.09885665087064867,0.07815876725806452,0.12878014499999998,0,1,Sep
KRCR,ABC,2017-09-19,Tue,0.18670746353240641,0.16689079553191488,0.18939898234042554,1,1,Sep
KTAB,CBS,2017-09-19,Tue,0.14541673026493082,0.058845115802469136,0.10804013679012345,0,1,Sep
KTMF,ABC,2017-09-19,Tue,0.02946734851966935,0.13776393666666667,0.12696544083333333,0,1,Sep
KTVM,NBC,2017-09-19,Tue,0.09630123173811853,0.07877339012195123,0.11061024109756097,1,1,Sep
KTXS,ABC,2017-09-19,Tue,0.20826170600969363,0.14036560656716418,0.08949392582089552,1,1,Sep
KWYB,ABC,2017-09-19,Tue,0.032490839881772336,0.12819851958333334,0.15403496458333332,0,1,Sep
KWYB,ABC,2017-09-19,Tue,0.07738152590550768,0.11334283681818182,0.007247241818181819,0,1,Sep
KXVA,FOX,2017-09-19,Tue,NA,0.012879696470588235,0.10996578294117647,0,1,Sep
WCTI,ABC,2017-09-19,Tue,0.1908446497544475,0.13845440915789475,0.09433214126315789,1,1,Sep
WCYB,NBC,2017-09-19,Tue,0.08864404532082722,0.23151591677419356,0.1460661298924731,1,1,Sep
WEMT,FOX,2017-09-19,Tue,0.2685422975984557,0.18389907391304347,0.19597931913043476,1,1,Sep
WITN,NBC,2017-09-19,Tue,0.1359938558190494,0.129260498875,0.10734862325,0,1,Sep
WJHL,CBS,2017-09-19,Tue,0.0878153889797026,0.14160011642857143,0.15613279163265306,0,1,Sep
WNCT,CBS,2017-09-19,Tue,0.1854104331493882,0.11412940359550562,0.13357451393258427,0,1,Sep
WYDO,FOX,2017-09-19,Tue,0.157574788500778,0.17887992833333335,0.11300550312499999,1,1,Sep
KAEF,ABC,2017-09-20,Wed,0.14620915392816486,0.09824005913043479,0.20135278188405797,1,1,Sep
KBVU,FOX,2017-09-20,Wed,NA,0.050078312,0.234837696,1,1,Sep
KBZK,CBS,2017-09-20,Wed,0.12140676725517974,0.22541489982758622,0.11894779517241379,0,1,Sep
KCVU,FOX,2017-09-20,Wed,NA,0.030814085454545455,0.15125225545454546,1,1,Sep
KECI,NBC,2017-09-20,Wed,0.20394585504635346,0.08309145913580246,0.12009143308641974,1,1,Sep
KHSL,CBS,2017-09-20,Wed,0.1336594979992976,0.11297930761194029,0.3373001489552239,0,1,Sep
KNVN,NBC,2017-09-20,Wed,0.12243169384828455,0.1046874219318182,0.33199811613636365,0,1,Sep
KPAX,CBS,2017-09-20,Wed,3.9723895397409683e-4,0.14852257015151515,0.19746905515151514,0,1,Sep
KRBC,NBC,2017-09-20,Wed,NA,0.05243362426229509,0.17666331852459016,0,1,Sep
KRCR,ABC,2017-09-20,Wed,0.12462546226016599,0.13194449322580645,0.21250910107526882,1,1,Sep
KTAB,CBS,2017-09-20,Wed,NA,0.03879779116883117,0.1122140351948052,0,1,Sep
KTMF,ABC,2017-09-20,Wed,NA,0.09753809291666667,0.18712233125,0,1,Sep
KTVM,NBC,2017-09-20,Wed,0.16647703876267486,0.0727358537037037,0.12422397444444444,1,1,Sep
KTXS,ABC,2017-09-20,Wed,0.20734106486936105,0.08666332535211267,0.10428917929577465,1,1,Sep
KWYB,ABC,2017-09-20,Wed,NA,0.10246910625,0.17345183833333333,0,1,Sep
KWYB,ABC,2017-09-20,Wed,NA,0.024188947500000002,0.01242793625,0,1,Sep
KXVA,FOX,2017-09-20,Wed,NA,0.01622170375,0.07813734375,0,1,Sep
WCTI,ABC,2017-09-20,Wed,0.11553062364257494,0.105663662,0.10246967494736842,1,1,Sep
WCYB,NBC,2017-09-20,Wed,0.2595152760298391,0.17538080968085107,0.15096133170212767,1,1,Sep
WEMT,FOX,2017-09-20,Wed,0.21821187667575145,0.12377235833333333,0.14009114208333334,1,1,Sep
WITN,NBC,2017-09-20,Wed,0.10693519701881563,0.092411169,0.141660583875,0,1,Sep
WJHL,CBS,2017-09-20,Wed,-0.011004740231589025,0.06834153811320753,0.1979318808490566,0,1,Sep
WKPT,ABC,2017-09-20,Wed,NA,0.022569378181818183,0.015549788181818182,0,1,Sep
WNCT,CBS,2017-09-20,Wed,0.1055316134326714,0.0790729240860215,0.11371100720430108,0,1,Sep
WYDO,FOX,2017-09-20,Wed,0.18234514063135143,0.10949657976744187,0.14659115372093023,1,1,Sep
KAEF,ABC,2017-09-21,Thu,0.08041163101607886,0.09166085914285715,0.23156091514285715,1,1,Sep
KBVU,FOX,2017-09-21,Thu,NA,0.050843972999999994,0.31001999999999996,1,1,Sep
KBZK,CBS,2017-09-21,Thu,0.0880657114217079,0.16465858,0.12358883418181818,0,1,Sep
KCVU,FOX,2017-09-21,Thu,NA,0.08083840636363637,0.29229551545454546,1,1,Sep
KECI,NBC,2017-09-21,Thu,0.18319167638745482,0.07040706292682927,0.11818132414634146,1,1,Sep
KHSL,CBS,2017-09-21,Thu,0.15758522279626047,0.11996956348484848,0.2675424103030303,0,1,Sep
KNVN,NBC,2017-09-21,Thu,0.0986061557345733,0.11224466920454546,0.30229586545454545,0,1,Sep
KPAX,CBS,2017-09-21,Thu,0.11974040012283371,0.11319895287878787,0.1990982403030303,0,1,Sep
KRBC,NBC,2017-09-21,Thu,0.11433319945540506,0.10122322423728813,0.1971677711864407,0,1,Sep
KRCR,ABC,2017-09-21,Thu,0.15512115883340433,0.142713904,0.21723537944444443,1,1,Sep
KTAB,CBS,2017-09-21,Thu,NA,0.0700296228169014,0.1133056676056338,0,1,Sep
KTMF,ABC,2017-09-21,Thu,NA,0.07146321136363637,0.21488400863636364,0,1,Sep
KTVM,NBC,2017-09-21,Thu,0.20208314878914707,0.07985887456790124,0.084427056172839507,1,1,Sep
KTXS,ABC,2017-09-21,Thu,0.07971727933532777,0.06576568056338028,0.10683014943661973,1,1,Sep
KWYB,ABC,2017-09-21,Thu,NA,0.07101348347826086,0.2110158960869565,0,1,Sep
KWYB,ABC,2017-09-21,Thu,NA,0.05116954391304348,0.00710936347826087,0,1,Sep
KXVA,FOX,2017-09-21,Thu,NA,0.015215670714285714,0.09690940214285715,0,1,Sep
WCTI,ABC,2017-09-21,Thu,0.07399797706540913,0.08702263336842105,0.10789974842105263,1,1,Sep
WCYB,NBC,2017-09-21,Thu,0.14382237799854727,0.18726277978494624,0.14766461021505375,1,1,Sep
WEMT,FOX,2017-09-21,Thu,0.12960927980487363,0.17886433304347826,0.14248845086956524,1,1,Sep
WITN,NBC,2017-09-21,Thu,0.059594734844366185,0.06452184428571428,0.09597832467532467,0,1,Sep
WJHL,CBS,2017-09-21,Thu,0.05801842266272988,0.06554669373831776,0.19948335037383175,0,1,Sep
WNCT,CBS,2017-09-21,Thu,0.11295484398808602,0.09736412651685394,0.14517204202247191,0,1,Sep
WYDO,FOX,2017-09-21,Thu,0.11185538357201334,0.10886052617021275,0.13261815382978723,1,1,Sep
KAEF,ABC,2017-09-22,Fri,0.0505923664494883,0.10865295432835821,0.2619130655223881,1,1,Sep
KBVU,FOX,2017-09-22,Fri,NA,0.017683528181818182,0.3004821390909091,1,1,Sep
KBZK,CBS,2017-09-22,Fri,0.06433084464326869,0.20057399379310345,0.10354854396551724,0,1,Sep
KCVU,FOX,2017-09-22,Fri,-0.2588125908499918,0.15683751090909093,0.18258298,1,1,Sep
KECI,NBC,2017-09-22,Fri,0.16346802920465225,0.125885745,0.13600069037499998,1,1,Sep
KHSL,CBS,2017-09-22,Fri,0.05263820843847415,0.09948550811594203,0.3300689047826087,0,1,Sep
KNVN,NBC,2017-09-22,Fri,0.02497872609243029,0.1161420367032967,0.32444269945054943,0,1,Sep
KPAX,CBS,2017-09-22,Fri,0.018266773414680772,0.1744792252631579,0.2032099356140351,0,1,Sep
KRBC,NBC,2017-09-22,Fri,-0.004679494789099953,0.060552672203389835,0.18494803830508474,0,1,Sep
KRCR,ABC,2017-09-22,Fri,0.11396611793324644,0.11557024076086957,0.22450664989130437,1,1,Sep
KTAB,CBS,2017-09-22,Fri,NA,0.01664038301204819,0.11880888397590361,0,1,Sep
KTMF,ABC,2017-09-22,Fri,NA,0.1572854782352941,0.20298044411764704,0,1,Sep
KTVM,NBC,2017-09-22,Fri,0.08783657820756115,0.1577233551898734,0.11453982860759493,1,1,Sep
KTXS,ABC,2017-09-22,Fri,0.027057206979517776,0.10723151074626866,0.1040022028358209,1,1,Sep
KWYB,ABC,2017-09-22,Fri,NA,0.1535120711764706,0.20088397411764705,0,1,Sep
KWYB,ABC,2017-09-22,Fri,NA,0.006613409166666666,0.018244673333333333,0,1,Sep
KXVA,FOX,2017-09-22,Fri,NA,0.05867283481481482,0.11530614888888889,0,1,Sep
WCTI,ABC,2017-09-22,Fri,0.1073345670452363,0.14507545291666668,0.13356222395833334,1,1,Sep
WCYB,NBC,2017-09-22,Fri,0.08585501876858208,0.17874956195652172,0.14042923032608695,1,1,Sep
WEMT,FOX,2017-09-22,Fri,0.09375139901679602,0.1798874468181818,0.1804635990909091,1,1,Sep
WITN,NBC,2017-09-22,Fri,0.0834069550423549,0.11171736592105264,0.10941546763157894,0,1,Sep
WJHL,CBS,2017-09-22,Fri,0.06904401696173579,0.06168549561904761,0.2522622253333333,0,1,Sep
WNCT,CBS,2017-09-22,Fri,0.08868430521992302,0.11912728595505617,0.17143515651685393,0,1,Sep
WYDO,FOX,2017-09-22,Fri,0.15864690928566727,0.10248202617021276,0.15364485574468084,1,1,Sep
KAEF,ABC,2017-09-25,Mon,0.034921165221548846,0.14691605449275363,0.15736860942028985,1,1,Sep
KBVU,FOX,2017-09-25,Mon,-0.047409126513326315,0.1306767518181818,0.25323718272727275,1,1,Sep
KBZK,CBS,2017-09-25,Mon,0.08563228537959566,0.20445235716666665,0.1504252545,0,1,Sep
KCVU,FOX,2017-09-25,Mon,-0.015094864275929903,0.2696330409090909,0.12920225818181819,1,1,Sep
KECI,NBC,2017-09-25,Mon,0.020545995771754814,0.1698459667948718,0.11998749641025641,1,1,Sep
KHSL,CBS,2017-09-25,Mon,0.030720364151769906,0.21368699000000002,0.2042765596875,0,1,Sep
KNVN,NBC,2017-09-25,Mon,0.060197374274637956,0.17393830449438202,0.2522715971910112,0,1,Sep
KPAX,CBS,2017-09-25,Mon,0.033421343038422736,0.23871815712121214,0.15198673575757574,0,1,Sep
KRBC,NBC,2017-09-25,Mon,0.2078987463175532,0.10431191271186441,0.14081775440677965,0,1,Sep
KRCR,ABC,2017-09-25,Mon,0.04914333753290425,0.20229671666666665,0.13504648924731183,1,1,Sep
KTAB,CBS,2017-09-25,Mon,0.10754364961295454,0.05834696264285714,0.11725067421428571,0,1,Sep
KTMF,ABC,2017-09-25,Mon,-0.0025008981326213628,0.15182551047619047,0.14677611761904763,0,1,Sep
KTVM,NBC,2017-09-25,Mon,0.052626973024648735,0.17149136435897433,0.13504941730769232,1,1,Sep
KTXS,ABC,2017-09-25,Mon,0.07914170645542551,0.09164651666666666,0.09095877608695652,1,1,Sep
KWYB,ABC,2017-09-25,Mon,-0.005327035860283196,0.15180889863636363,0.15682218863636363,0,1,Sep
KWYB,ABC,2017-09-25,Mon,NA,0.029717453749999997,0.00557404,0,1,Sep
KXVA,FOX,2017-09-25,Mon,NA,0.008132302000000001,0.05566603866666667,0,1,Sep
WCTI,ABC,2017-09-25,Mon,0.05784872620953373,0.14545785505494507,0.09595143582417584,1,1,Sep
WCYB,NBC,2017-09-25,Mon,0.05876686830466155,0.2225260086813187,0.1980818835164835,1,1,Sep
WEMT,FOX,2017-09-25,Mon,-0.06689399048470884,0.16058542391304348,0.13393770826086956,1,1,Sep
WITN,NBC,2017-09-25,Mon,0.13414491468484455,0.12480795074074073,0.11107270209876544,0,1,Sep
WJHL,CBS,2017-09-25,Mon,0.05018662161142771,0.12266774311320755,0.1907947261320755,0,1,Sep
WNCT,CBS,2017-09-25,Mon,0.02707108831837739,0.1365588202247191,0.11859809123595505,0,1,Sep
WYDO,FOX,2017-09-25,Mon,-0.012814836007490405,0.13774431672340423,0.10623313595744681,1,1,Sep
KAEF,ABC,2017-09-26,Tue,0.014717649241648615,0.15017307157142856,0.19462497542857143,1,1,Sep
KBVU,FOX,2017-09-26,Tue,0.0770592550823026,0.2326399672727273,0.20297394090909093,1,1,Sep
KBZK,CBS,2017-09-26,Tue,0.06831478875218386,0.2785774506779661,0.11449192644067796,0,1,Sep
KCVU,FOX,2017-09-26,Tue,0.09549215721190918,0.22543073636363636,0.09854022727272728,1,1,Sep
KECI,NBC,2017-09-26,Tue,-0.05697162312384403,0.1608911924691358,0.1559884413580247,1,1,Sep
KHSL,CBS,2017-09-26,Tue,-0.04495756864448682,0.16575691457142858,0.2580560535714286,0,1,Sep
KNVN,NBC,2017-09-26,Tue,-0.062331045246070416,0.15824862446808508,0.2491475924468085,0,1,Sep
KPAX,CBS,2017-09-26,Tue,0.059149527837695386,0.16589105348484848,0.2163032793939394,0,1,Sep
KRBC,NBC,2017-09-26,Tue,-0.06108919788444785,0.06931637918032786,0.1450232950819672,0,1,Sep
KRCR,ABC,2017-09-26,Tue,0.03984033842143193,0.1559132353846154,0.17380258648351649,1,1,Sep
KTAB,CBS,2017-09-26,Tue,0.03827061093587465,0.09176499716049383,0.1408828925925926,0,1,Sep
KTMF,ABC,2017-09-26,Tue,0.21019637959324056,0.10230810130434782,0.16008122565217392,0,1,Sep
KTVM,NBC,2017-09-26,Tue,-0.07539116129461969,0.1722079705,0.146302225625,1,1,Sep
KTXS,ABC,2017-09-26,Tue,-0.020013740156991106,0.09137962916666667,0.09422662444444443,1,1,Sep
KWYB,ABC,2017-09-26,Tue,0.2130956879149683,0.09422738666666666,0.1608154925,0,1,Sep
KWYB,ABC,2017-09-26,Tue,NA,0.08238835166666666,0.008048173333333332,0,1,Sep
KXVA,FOX,2017-09-26,Tue,NA,0.016518946,0.039820514,0,1,Sep
WCTI,ABC,2017-09-26,Tue,-0.017116644732270734,0.14416823468085108,0.10236666574468085,1,1,Sep
WCYB,NBC,2017-09-26,Tue,0.12626265711614773,0.20279319749999997,0.14530943760869564,1,1,Sep
WEMT,FOX,2017-09-26,Tue,0.24362866020696017,0.22307885125000002,0.09960195166666666,1,1,Sep
WITN,NBC,2017-09-26,Tue,0.082321333638381,0.1331073343902439,0.10411578317073171,0,1,Sep
WJHL,CBS,2017-09-26,Tue,0.09794815759370804,0.1447269390291262,0.143597953592233,0,1,Sep
WNCT,CBS,2017-09-26,Tue,0.034563727692191355,0.14643326793103448,0.12798192735632183,0,1,Sep
WYDO,FOX,2017-09-26,Tue,0.05188208740374898,0.15941474977777778,0.12288522599999999,1,1,Sep
KAEF,ABC,2017-09-27,Wed,0.21789740532210697,0.1764771130882353,0.1991384313235294,1,1,Sep
KBVU,FOX,2017-09-27,Wed,0.10960992105051769,0.1753959372727273,0.34579268545454545,1,1,Sep
KBZK,CBS,2017-09-27,Wed,0.029539050304459535,0.1974873756896552,0.12907144844827587,0,1,Sep
KECI,NBC,2017-09-27,Wed,0.16785731630504133,0.15630003421686747,0.17331472481927712,1,1,Sep
KHSL,CBS,2017-09-27,Wed,0.021016718052878355,0.13355336397058826,0.24131317132352942,0,1,Sep
KNVN,NBC,2017-09-27,Wed,0.026919353247021358,0.1312167181111111,0.25637260733333334,0,1,Sep
KPAX,CBS,2017-09-27,Wed,0.23960277884988382,0.13877730343750003,0.17951798515625,0,1,Sep
KRBC,NBC,2017-09-27,Wed,0.11980339467212017,0.06844866864406779,0.17245403983050847,0,1,Sep
KRCR,ABC,2017-09-27,Wed,0.11796646339696859,0.1576952658064516,0.18692882311827957,1,1,Sep
KTAB,CBS,2017-09-27,Wed,-0.1253749442455543,0.057272711282051275,0.13738869576923077,0,1,Sep
KTMF,ABC,2017-09-27,Wed,0.07338924402795408,0.12086694125,0.15564174291666666,0,1,Sep
KTVM,NBC,2017-09-27,Wed,0.16725870804035092,0.17917324209876542,0.17515123691358025,1,1,Sep
KTXS,ABC,2017-09-27,Wed,0.25687317635648144,0.09261868647058824,0.07999521529411766,1,1,Sep
KWYB,ABC,2017-09-27,Wed,0.07330182434160094,0.10594849958333333,0.19497204375000002,0,1,Sep
KWYB,ABC,2017-09-27,Wed,NA,0.046144692083333334,0.018201768333333333,0,1,Sep
KXVA,FOX,2017-09-27,Wed,NA,0.03384209125,0.166711115,0,1,Sep
WCTI,ABC,2017-09-27,Wed,0.18108083829811292,0.17369926085106382,0.09819709180851063,1,1,Sep
WCYB,NBC,2017-09-27,Wed,0.09505298572007373,0.23737811032967032,0.15713578736263736,1,1,Sep
WEMT,FOX,2017-09-27,Wed,0.07236996357439958,0.30455330416666665,0.08174110583333333,1,1,Sep
WITN,NBC,2017-09-27,Wed,0.07134760387480352,0.140097913125,0.119570552125,0,1,Sep
WJHL,CBS,2017-09-27,Wed,0.07296129551150102,0.13602671704761907,0.12131645685714285,0,1,Sep
